日期,环号,导向盾首里程,刀盘喷水泵压力,刀盘转速,刀盘扭矩,刀盘给定转速,刀盘贯入度,总推力,推进速度(nn/M),推进位移,推进给定速度,撑靴泵压力,左侧护盾压力,右侧护盾压力,顶护盾压力,撑紧压力,前部拖拉油缸压力,后部拖拉油缸压力
2020-12-14 22:57:42,-1,64051.88,0.0,0.0,-9.526725,0.0,0.0,0.0,0.0,16.93077,0.0,315.2344,28.81944,39.78588,53.21181,293.2436,19.90741,0.6655093
2020-12-14 22:57:43,-1,64051.88,0.0,0.05275394,53.81764,0.0,0.0,0.0,0.0,17.08629,0.0,315.1476,28.86285,39.75695,53.25521,294.0393,19.90741,0.6655093
2020-12-14 22:57:44,-1,64051.88,0.0,0.000399651,7.075403,0.0,0.0,0.0,0.0,17.08629,0.0,315.2633,28.83391,39.78588,53.21181,294.647,19.89294,0.6799769
2020-12-14 22:57:45,-1,64051.88,0.0,0.0005994765,5.571184,0.0,0.0,0.0,0.0,16.93077,0.0,315.4659,28.87732,39.75695,53.25521,295.2112,19.90741,0.6655093
2020-12-14 22:57:46,-1,64051.88,0.0,0.000399651,4.512659,0.0,0.0,0.0,0.0,16.93077,0.0,314.5689,28.83391,39.78588,53.24074,295.5874,19.90741,0.6799769
2020-12-14 22:57:47,-1,64051.88,0.0,0.000799302,3.621269,0.0,0.0,0.0,0.0,17.08629,0.0,314.3808,28.81944,39.74248,53.24074,295.7755,19.92188,0.6799769
2020-12-14 22:57:48,-1,64051.88,0.0,0.0009991274,3.565558,0.0,0.0,0.0,0.0,16.93077,0.0,314.3663,28.83391,39.78588,53.21181,295.9925,19.89294,0.6944445
2020-12-14 22:57:49,-1,64051.88,0.0,0.0005994765,3.064151,0.0,0.0,0.0,0.0,17.00853,0.0,314.2506,28.83391,39.75695,53.24074,296.1371,19.93634,0.6799769
2020-12-14 22:57:50,-1,64051.88,0.0,0.001198953,18.49633,0.1697953,0.0,0.0,0.0,17.00853,0.0,314.0336,28.83391,39.75695,53.21181,296.2963,19.92188,0.6799769
2020-12-14 22:57:51,-1,64051.88,0.0,0.05335341,109.808,0.3172273,0.0,0.0,0.0,17.00853,0.0,314.511,28.83391,39.75695,53.24074,296.412,19.90741,0.6655093
2020-12-14 22:57:52,-1,64051.88,0.0,0.236993,23.00899,0.5814453,0.0,0.0,0.0,16.93077,0.0,314.8727,28.81944,39.75695,53.24074,296.5857,19.90741,0.6655093
2020-12-14 22:57:53,-1,64051.88,0.0,0.3900594,58.66457,0.8195728,0.0,0.0,0.0,17.00853,0.0,315.1765,28.83391,39.74248,53.19733,296.6435,19.90741,0.6799769
2020-12-14 22:57:54,-1,64051.88,0.0,0.577096,110.7551,0.8274414,0.0,0.0,0.0,17.00853,0.0,315.2344,28.86285,39.75695,53.25521,296.6725,19.92188,0.6655093
2020-12-14 22:57:55,-1,64051.88,0.0,0.7473474,88.58183,1.032024,0.0,0.0,0.0,16.93077,0.0,315.5816,28.86285,39.80035,53.25521,296.7882,19.864,0.6510416
2020-12-14 22:57:56,-1,64051.88,0.0,0.9042105,106.2425,1.300383,0.0,0.0,0.0,17.08629,0.0,315.4659,28.83391,39.74248,53.24074,296.8895,19.90741,0.6655093
2020-12-14 22:57:57,-1,64051.88,0.0,1.067468,117.942,1.346352,0.0,0.0,0.0,17.00853,0.0,315.6105,28.86285,39.74248,53.25521,296.9908,19.89294,0.6799769
2020-12-14 22:57:58,-1,64051.88,0.0,1.247511,119.6133,1.518218,0.0,0.0,0.0,17.08629,0.0,315.5382,28.87732,39.74248,53.26968,297.0197,19.90741,0.6799769
2020-12-14 22:57:59,-1,64051.88,0.0,1.407171,125.2402,1.570813,0.0,0.0,0.0,17.08629,0.0,313.8744,28.83391,39.74248,53.31308,296.9908,19.90741,0.6799769
2020-12-14 22:58:00,-1,64051.88,0.0,1.517275,125.6302,1.839173,0.0,0.0,0.0,16.93077,0.0,313.4549,28.80498,39.74248,53.42882,296.9473,19.89294,0.6510416
2020-12-14 22:58:01,-1,64051.88,0.0,1.617987,114.2093,1.998201,0.0,0.0,0.0,17.00853,0.0,313.1511,28.83391,39.74248,53.35648,296.875,19.89294,0.6799769
2020-12-14 22:58:02,-1,64051.88,0.0,1.806622,114.4321,2.213136,0.0,0.0,0.0,17.00853,0.0,313.2379,28.87732,39.71354,53.41435,296.8461,19.864,0.6799769
2020-12-14 22:58:03,-1,64051.88,0.0,1.981869,119.8362,2.389144,0.0,0.0,0.0,17.00853,0.0,312.9196,28.80498,39.74248,53.39988,296.8171,19.864,0.6799769
2020-12-14 22:58:04,-1,64051.88,0.0,2.156717,133.9313,2.574676,0.0,0.0,0.0,17.00853,0.0,312.8617,28.83391,39.71354,53.45776,296.7448,19.864,0.6944445
2020-12-14 22:58:06,-1,64051.88,0.0,2.356542,134.0984,2.605322,0.0,0.0,0.0,17.00853,0.0,312.8038,28.86285,39.74248,53.38542,296.7303,19.90741,0.6655093
2020-12-14 22:58:07,-1,64051.88,0.0,2.513405,133.597,2.879894,0.0,0.0,0.0,17.00853,0.0,312.8762,28.86285,39.6846,53.31308,296.7014,19.90741,0.6799769
2020-12-14 22:58:08,-1,64051.88,0.0,2.646888,155.436,3.123405,0.0,0.0,0.0,17.08629,0.0,312.6447,28.83391,39.71354,53.32755,296.658,19.864,0.6655093
2020-12-14 22:58:09,-1,64051.88,0.0,2.837122,171.0911,3.323432,0.0,0.0,0.0,17.08629,0.0,312.5145,28.81944,39.72801,53.1684,296.6001,19.92188,0.6799769
2020-12-14 22:58:10,-1,64051.88,0.0,3.014567,131.4799,3.371058,0.0,0.0,0.0,17.08629,0.0,312.5868,28.81944,39.71354,53.05267,296.5712,19.90741,0.6799769
2020-12-14 22:58:11,-1,64051.88,0.0,3.203603,144.9065,3.462168,0.0,0.0,0.0,17.08629,0.0,312.5434,28.80498,39.72801,53.03819,296.5133,19.90741,0.6655093
2020-12-14 22:58:12,-1,64051.88,0.0,3.329293,130.7557,3.778566,0.0,0.0,0.0,17.08629,0.0,312.9196,28.80498,39.71354,53.11053,296.4988,19.89294,0.7233796
2020-12-14 22:58:13,-1,64051.88,0.0,3.448589,143.6808,3.950432,0.0,0.0,0.0,17.08629,0.0,312.934,28.83391,39.72801,53.13947,296.4844,19.92188,0.6655093
2020-12-14 22:58:14,-1,64051.88,0.0,3.651012,129.6414,4.208024,0.0,0.0,0.0,17.08629,0.0,312.6881,28.83391,39.71354,53.21181,296.4265,19.90741,0.6799769
2020-12-14 22:58:15,-1,64051.88,0.0,3.840446,132.6499,4.247366,0.0,0.0,0.0,17.08629,0.0,312.6447,28.86285,39.71354,53.25521,296.441,19.90741,0.6799769
2020-12-14 22:58:16,-1,64051.88,0.0,4.028283,177.7765,4.25068,0.0,53.8125,0.0,17.08629,0.0,312.8472,28.79051,39.72801,53.25521,296.3831,19.90741,0.6799769
2020-12-14 22:58:17,-1,64051.88,0.0,4.15737,152.7619,4.251922,0.2244461,0.0,0.9331055,17.08629,0.0,264.5544,28.81944,39.72801,53.13947,296.2963,19.89294,0.6944445
2020-12-14 22:58:18,-1,64051.88,0.0,4.211922,91.75741,4.251094,0.6645781,0.0,2.799683,17.08629,0.0,268.3883,28.83391,39.71354,53.03819,296.2963,19.89294,0.6944445
2020-12-14 22:58:19,-1,64051.88,0.0,4.209524,77.71802,4.251508,0.6650829,0.0,2.799683,17.08629,0.0,271.9473,28.80498,39.72801,53.03819,296.2095,19.90741,0.6944445
2020-12-14 22:58:20,-1,64051.88,0.0,4.200532,104.404,4.251508,1.110874,0.0,4.66626,17.00853,3.146701,266.2761,28.80498,39.72801,53.18287,296.2384,19.89294,0.6799769
2020-12-14 22:58:21,-1,64051.88,0.0,4.210124,76.2138,4.251922,1.329913,106.3125,5.599365,17.00853,7.523149,264.0191,28.83391,39.72801,53.1684,296.0359,19.864,0.6944445
2020-12-14 22:58:22,-1,64051.88,0.0,4.207526,74.15246,4.25275,1.330798,162.0938,5.599365,17.00853,7.978878,264.4531,28.86285,39.75695,53.125,295.9925,19.864,0.6799769
