time_str,导向盾首里程,刀盘喷水泵压力,刀盘转速,刀盘扭矩,刀盘给定转速,刀盘贯入度,总推力,推进速度(nn/M),推进位移,推进给定速度,撑靴泵压力,左侧护盾压力,右侧护盾压力,顶护盾压力,撑紧压力,前部拖拉油缸压力,后部拖拉油缸压力
2022-09-27 12:35:43,25882.205078125,0.0740740746259689,0.0009591623675078,-1.949914455413818,0.0,0.0,0.0,0.0,18.40826416015625,0.0,269.7482604980469,49.59490585327149,41.08796310424805,39.3663215637207,164.2071685791016,0,4.050925731658936
2022-09-27 12:35:48,25882.205078125,0.0763888880610466,0.0004795811837539,0.4456947445869446,0.0,0.0,0.0,0.0,18.40826416015625,0.0,269.7627258300781,49.59490585327149,41.08796310424805,39.32291412353516,164.2071685791016,0,4.050925731658936
2022-09-27 12:35:53,25882.205078125,0.0758101865649223,0.0007193718338385,0.5571184158325195,0.0,0.0,0.0,0.0,18.40826416015625,0.0,269.589111328125,49.59490585327149,41.05902862548828,39.32291412353516,164.2071685791016,0,4.065393447875977
2022-09-27 12:35:58,25882.205078125,0.075231485068798,0.0009591623675078,0.6685420274734497,0.0,0.0,0.0,0.0,18.40826416015625,0.0,269.7048645019531,49.62384414672852,41.08796310424805,39.30844879150391,164.4241943359375,0,4.065393447875977
2022-09-27 12:36:03,25882.205078125,0.0740740746259689,0.3462576270103454,29.13729286193848,0.7524829506874084,0.0,0.0,0.0,18.40826416015625,0.0,269.7482604980469,49.65277862548828,41.1024284362793,39.29397964477539,164.4241943359375,0,4.065393447875977
2022-09-27 12:36:08,25882.205078125,0.075231485068798,1.076419949531555,98.3871078491211,1.099528074264526,0.0,0.0,0.0,18.40826416015625,0.0,269.7771911621094,50.08680725097656,40.91435241699219,39.17824172973633,164.4386596679688,0,4.050925731658936
2022-09-27 12:36:13,25882.205078125,0.0758101865649223,1.287915229797363,147.5806579589844,1.633347868919373,0.0,0.0,0.0,18.40826416015625,0.0,269.8784790039062,50.95486068725586,40.625,39.16377258300781,164.4241943359375,0,4.021990776062012
2022-09-27 12:36:18,25882.205078125,0.0763888880610466,1.667264103889465,124.4045333862305,1.948918461799622,0.0,0.0,0.0,18.40826416015625,0.0,269.8495483398437,50.89699172973633,40.68286895751953,39.17824172973633,164.4386596679688,0,4.065393447875977
2022-09-27 12:36:23,25882.205078125,0.075231485068798,1.999613761901856,110.6994400024414,2.094279766082764,0.0,0.0,0.0,18.40826416015625,0.0,269.8205871582031,50.390625,41.03009414672852,39.27951431274414,164.4386596679688,0,4.079861164093018
2022-09-27 12:36:28,25882.205078125,0.0763888880610466,2.386875629425049,131.9256439208984,2.782985925674438,0.0,0.0,0.0,18.40826416015625,0.0,269.8495483398437,50.67997741699219,40.58159637451172,38.96122741699219,164.4241943359375,0,4.050925731658936
2022-09-27 12:36:33,25882.205078125,0.0758101865649223,3.246764898300171,163.5699615478516,3.8017578125,0.0,0.0,0.0,18.40826416015625,0.0,269.8350524902344,50.390625,40.91435241699219,38.80208587646485,164.4097137451172,0,4.079861164093018
2022-09-27 12:36:38,25882.205078125,0.0763888880610466,4.060614109039307,143.5136871337891,4.131823062896729,0.0,0.0,0.0,18.40826416015625,0.0,269.7771911621094,50.95486068725586,40.40798568725586,38.77314758300781,164.4386596679688,0,4.050925731658936
2022-09-27 12:36:43,25882.205078125,0.075231485068798,4.081475734710693,115.8249130249023,4.126853466033936,0.4572392702102661,288.7500305175781,1.8662109375,18.40826416015625,4.933449268341064,269.8061218261719,50.13020706176758,41.17477035522461,38.12210464477539,164.4097137451172,0,4.050925731658936
2022-09-27 12:36:48,25882.205078125,0.075231485068798,4.078118801116943,121.0061111450195,4.133479118347168,0.2288527190685272,549.9375,0.93328857421875,18.48603820800781,5.002170085906982,269.979736328125,51.57696533203125,40.76967620849609,36.67534637451172,164.3807830810547,0,4.079861164093018
2022-09-27 12:36:53,25882.205078125,0.0758101865649223,4.076440334320068,157.9430694580078,4.133893966674805,2.747048854827881,1009.3125,10.264892578125,19.34144592285156,4.98046875,261.8200378417969,53.67477035522461,40.17650604248047,36.71875,161.0243072509766,0,4.079861164093018
2022-09-27 12:36:58,25882.205078125,0.075231485068798,4.083634376525879,112.4822082519531,4.125610828399658,0.0,0.0,0.0,20.11907958984375,4.969618320465088,267.8529968261719,55.04918670654297,40.3211784362793,36.61747741699219,160.5324096679688,0,4.079861164093018
2022-09-27 12:37:03,25882.205078125,0.0763888880610466,4.081476211547852,121.6189498901367,4.127682209014893,0.0,0.0,0.0,20.11907958984375,4.969618320465088,269.2419128417969,55.48321533203125,40.3211784362793,36.19791412353516,160.3587951660156,0,4.094328880310059
2022-09-27 12:37:08,25882.205078125,0.0763888880610466,4.089389324188232,139.2238922119141,4.134722232818604,0.0,0.0,0.0,20.04130554199219,0.0,268.7210693359375,55.48321533203125,40.00289535522461,36.38599395751953,160.4022064208984,0,4.065393447875977
2022-09-27 12:37:13,25882.205078125,0.075231485068798,4.0862717628479,112.5936279296875,4.131409168243408,0.0,0.0,0.0,20.11907958984375,0.0,268.7355346679688,54.70196533203125,40.234375,36.4149284362793,160.3153991699219,0,4.094328880310059
2022-09-27 12:37:18,25882.205078125,0.0758101865649223,4.082674980163574,123.4574356079102,4.129753112792969,0.0,0.0,0.0,20.11907958984375,0.0,268.2291870117188,54.34027862548828,40.3211784362793,36.4149284362793,160.3298645019531,0,4.094328880310059
2022-09-27 12:37:23,25882.205078125,0.075231485068798,4.087471008300781,120.4489974975586,4.131409168243408,0.0,0.0,0.0,20.11907958984375,0.0,268.8223266601562,54.61516571044922,39.95949172973633,36.74768447875977,160.3298645019531,0,4.079861164093018
2022-09-27 12:37:28,25882.205078125,0.0769675895571708,4.085552215576172,115.3792190551758,4.131409168243408,0.0,0.0,0.0,20.04130554199219,0.0,267.9398193359375,54.05093002319336,40.00289535522461,36.82002258300781,160.2864685058594,0,4.094328880310059
2022-09-27 12:37:33,25882.205078125,0.0763888880610466,4.086511611938477,117.2177124023438,4.130580902099609,0.0,0.0,0.0,20.04130554199219,0.0,267.7228088378906,53.57349395751953,40.40798568725586,36.90682983398438,160.3009185791016,0,4.094328880310059
2022-09-27 12:37:38,25882.205078125,0.0763888880610466,4.088669300079346,115.4349365234375,4.128509998321533,0.0,0.0,0.0,20.04130554199219,0.0,266.796875,54.06539535522461,40.07522964477539,37.12384414672852,160.2430572509766,0,4.094328880310059
2022-09-27 12:37:43,25882.205078125,0.0758101865649223,4.086031913757324,113.3736038208008,4.133479118347168,0.0,0.0,0.0,20.11907958984375,0.0,267.2019653320312,53.86284637451172,39.95949172973633,37.03703689575195,160.2285919189453,0,4.137731552124023
2022-09-27 12:37:48,25882.205078125,0.075231485068798,4.086991310119629,112.6493377685547,4.132651329040527,0.0,0.0,0.0,20.11907958984375,0.0,268.807861328125,53.35647964477539,40.45138931274414,36.99363327026367,160.2575225830078,0,4.123263835906982
2022-09-27 12:37:53,25882.205078125,0.0763888880610466,4.094424724578857,115.4349365234375,4.130995273590088,0.0,0.0,0.0,20.11907958984375,0.0,266.4930725097656,53.84838104248047,40.19097137451172,37.109375,160.2285919189453,0,4.123263835906982
2022-09-27 12:37:58,25882.205078125,0.0758101865649223,4.090107917785645,106.4653244018555,4.131409168243408,0.0,0.0,0.0,20.04130554199219,0.0,268.2291870117188,53.89178466796875,39.95949172973633,37.08044052124024,160.2285919189453,0,4.137731552124023
2022-09-27 12:38:03,25882.205078125,0.0740740746259689,4.088190078735352,110.6437225341797,4.129753112792969,0.0,0.0,0.0,20.11907958984375,0.0,268.2436218261719,53.19733428955078,40.45138931274414,37.08044052124024,160.15625,0,4.137731552124023
2022-09-27 12:38:08,25882.205078125,0.0758101865649223,4.091786861419678,116.8277359008789,4.139277458190918,0.0,0.0,0.0,20.04130554199219,0.0,268.5040588378906,53.64583206176758,40.30671310424805,37.12384414672852,160.2141265869141,0,4.166666984558105
2022-09-27 12:38:13,25882.205078125,0.0740740746259689,4.095863819122314,102.9554748535156,4.137621402740479,0.0,0.0,0.0,20.04130554199219,0.0,268.5763854980469,53.99305725097656,39.94502258300781,37.08044052124024,160.1851806640625,0,4.137731552124023
2022-09-27 12:38:18,25882.205078125,0.075231485068798,4.091307163238525,113.9307098388672,4.139691829681396,0.0,0.0,0.0,20.04130554199219,0.0,268.5185241699219,53.26968002319336,40.30671310424805,37.109375,160.2285919189453,0,4.152199268341064
2022-09-27 12:38:23,25882.205078125,0.0758101865649223,4.093465805053711,117.9419631958008,4.142590522766113,0.0,0.0,0.0,20.11907958984375,0.0,268.5329895019531,53.54456329345703,40.33564758300781,37.12384414672852,160.15625,0,4.166666984558105
2022-09-27 12:38:28,25882.205078125,0.075231485068798,4.095143795013428,102.7883453369141,4.141762256622314,0.0,0.0,0.0,20.11907958984375,0.0,268.5474548339844,54.00752258300781,39.90161895751953,37.12384414672852,160.15625,0,4.152199268341064
2022-09-27 12:38:33,25882.205078125,0.075231485068798,4.093705177307129,115.7134780883789,4.142176628112793,0.0,0.0,0.0,20.11907958984375,0.0,268.4751281738281,53.47222137451172,40.234375,37.00810241699219,160.15625,0,4.166666984558105
2022-09-27 12:38:38,25882.205078125,0.075231485068798,4.09562349319458,115.1563720703125,4.143833160400391,0.0,0.0,0.0,20.04130554199219,0.0,268.4606628417969,53.38541793823242,40.37905120849609,37.109375,160.1417846679688,0,4.166666984558105
2022-09-27 12:38:44,25882.205078125,0.075231485068798,4.095383644104004,101.6183929443359,4.146731376647949,0.0,0.0,0.0,20.04130554199219,0.0,268.5185241699219,53.99305725097656,40.08969879150391,37.18171310424805,160.1417846679688,0,4.210069179534912
2022-09-27 12:38:48,25882.205078125,0.0763888880610466,4.092026710510254,121.5075225830078,4.146317958831787,0.0,0.0,0.0,20.11907958984375,0.0,268.5908508300781,53.60243225097656,40.11863327026367,37.05150604248047,160.0839080810547,0,4.210069179534912
2022-09-27 12:38:53,25882.205078125,0.0763888880610466,4.094664573669434,110.6994400024414,4.147560596466064,0.0,0.0,0.0,20.04130554199219,0.0,268.5763854980469,53.31307601928711,40.46585464477539,37.109375,160.1417846679688,0,4.224536895751953
2022-09-27 12:38:58,25882.205078125,0.0740740746259689,4.096343040466309,104.2368621826172,4.143418788909912,0.0,0.0,0.0,20.11907958984375,0.0,268.5908508300781,53.84838104248047,40.17650604248047,37.109375,160.15625,0,4.267940044403076
2022-09-27 12:39:03,25882.205078125,0.0758101865649223,4.095863819122314,119.7804641723633,4.141762256622314,0.0,0.0,0.0,20.11907958984375,0.0,269.589111328125,53.97858428955078,40.03182983398438,37.05150604248047,160.0983734130859,0,4.224536895751953
2022-09-27 12:39:08,25882.205078125,0.075231485068798,4.095383167266846,106.9667282104492,4.147145748138428,0.0,0.0,0.0,20.04130554199219,0.0,268.0989379882812,53.19733428955078,40.48032379150391,37.109375,160.0983734130859,0,4.239004611968994
2022-09-27 12:39:13,25882.205078125,0.075231485068798,4.095623016357422,103.6797409057617,4.142176628112793,0.0,0.0,0.0,20.11907958984375,0.0,268.359375,53.77604293823242,40.234375,37.109375,160.1128387451172,0,4.239004611968994
