日期,环号,导向盾首里程,刀盘喷水泵压力,刀盘转速,刀盘扭矩,刀盘给定转速,刀盘贯入度,总推力,推进速度(nn/M),推进位移,推进给定速度,撑靴泵压力,左侧护盾压力,右侧护盾压力,顶护盾压力,撑紧压力,前部拖拉油缸压力,后部拖拉油缸压力
2021-08-30 14:54:17,-1,59288.35,0.06423611,0.0,21.89475,0.0,0.0,0.0,0.0,53.40176,0.0,317.6505,41.95602,43.7934,63.45486,295.3704,15.43692,9.157987
2021-08-30 14:54:18,-1,59288.35,0.06365741,0.002877487,-4.011252,0.0,0.0,0.0,0.0,53.40176,0.0,317.6794,41.91262,43.80787,63.45486,295.3848,15.40799,9.186921
2021-08-30 14:54:19,-1,59288.35,0.06481481,0.0009591624,-0.8913897,0.0,0.0,0.0,0.0,53.24625,0.0,317.6215,41.92709,43.77893,63.45486,295.4138,15.43692,9.186921
2021-08-30 14:54:20,-1,59288.35,0.06365741,0.0009591624,0.389983,0.0,0.0,0.0,0.0,53.40176,0.0,317.636,41.92709,43.7934,63.4404,295.3848,15.40799,9.157987
2021-08-30 14:54:21,-1,59288.35,0.06365741,0.002637696,43.95664,0.5408601,0.0,0.0,0.0,53.40176,0.0,317.6505,41.95602,43.80787,63.4404,295.3848,15.40799,9.201388
2021-08-30 14:54:22,-1,59288.35,0.06365741,0.1191759,25.57173,0.546658,0.0,0.0,0.0,53.40176,0.0,317.6794,41.85474,43.76447,63.54167,295.3704,15.37905,9.157987
2021-08-30 14:54:23,-1,59288.35,0.06365741,0.2822335,24.68034,0.6497776,0.0,0.0,0.0,53.40176,0.0,317.6794,41.81134,43.77893,63.54167,295.3704,15.40799,9.129051
2021-08-30 14:54:24,-1,59288.35,0.06481481,0.4376179,94.54299,0.887491,0.0,0.0,0.0,53.40176,0.0,317.6505,41.82581,43.76447,63.4838,295.3848,15.37905,9.143518
2021-08-30 14:54:25,-1,59288.35,0.06365741,0.6474347,115.7692,0.9057129,0.0,0.0,0.0,53.40176,0.0,317.636,42.02835,43.88021,63.41146,295.3848,15.37905,9.157987
2021-08-30 14:54:26,-1,59288.35,0.06539351,0.8088137,108.8609,0.9073694,0.0,0.0,0.0,53.40176,0.0,317.6505,41.76794,43.86574,63.46933,295.3848,15.36458,9.143518
2021-08-30 14:54:27,-1,59288.35,0.06423611,0.8898629,100.5599,1.12272,0.0,0.0,0.0,53.24625,0.0,317.6071,41.68113,43.88021,63.52719,295.3125,15.37905,9.157987
2021-08-30 14:54:28,-1,59288.35,0.06423611,0.989376,112.2037,1.543066,0.0,0.0,0.0,53.16847,0.0,317.6215,41.5654,43.88021,63.58507,295.3414,15.33565,9.157987
2021-08-30 14:54:29,-1,59288.35,0.06481481,1.14524,124.7388,1.770426,0.0,0.0,0.0,53.09071,0.0,260.1996,41.63773,43.95255,63.4838,295.3125,15.35011,9.129051
2021-08-30 14:54:30,-1,59288.35,0.06423611,1.346904,119.0562,1.961756,0.0,0.0,0.0,53.16847,0.0,270.2836,41.68113,43.92361,63.46933,295.2691,15.35011,9.143518
2021-08-30 14:54:31,-1,59288.35,0.06481481,1.525788,116.5492,2.104633,0.0,0.0,0.0,53.16847,0.0,267.0573,41.6088,43.93808,63.51273,295.2257,15.33565,9.143518
2021-08-30 14:54:32,-1,59288.35,0.06481481,1.727691,114.8221,2.405709,0.0,0.0,0.0,53.16847,0.0,266.9416,41.53646,43.95255,63.51273,295.1678,15.30671,9.129051
2021-08-30 14:54:33,-1,59288.35,0.06655093,1.903937,116.9391,2.707613,0.0,0.0,0.0,53.24625,0.0,266.9416,41.49305,43.93808,63.51273,295.1534,15.33565,9.143518
2021-08-30 14:54:34,-1,59288.35,0.06539351,2.10704,120.0033,2.899772,0.0,0.0,0.0,53.24625,0.0,266.9994,41.52199,43.93808,63.46933,295.1389,15.29224,9.157987
2021-08-30 14:54:35,-1,59288.35,0.06655093,2.284245,115.8806,3.135415,0.0,0.0,0.0,53.16847,0.0,267.0573,41.52199,43.88021,63.46933,295.081,15.33565,9.186921
2021-08-30 14:54:36,-1,59288.35,0.06712963,2.483991,113.875,3.282847,0.0,0.0,0.0,53.40176,0.0,266.956,41.68113,43.7934,63.38252,295.0232,15.30671,9.129051
2021-08-30 14:54:37,-1,59288.35,0.06655093,2.671747,112.5936,3.457612,0.0,0.0,0.0,53.16847,0.0,266.9271,41.85474,43.73553,63.32465,295.0087,15.29224,9.129051
2021-08-30 14:54:38,-1,59288.35,0.06539351,2.862381,113.875,3.560732,0.0,0.0,0.0,53.24625,0.0,266.9271,41.92709,43.7066,63.33912,294.9363,15.29224,9.129051
2021-08-30 14:54:39,-1,59288.35,0.06712963,3.065003,112.5936,3.796374,0.0,0.0,0.0,53.16847,0.0,266.9994,42.05729,43.73553,63.33912,294.9219,15.29224,9.129051
2021-08-30 14:54:40,-1,59288.35,0.06655093,3.239571,119.5576,4.087097,0.0,0.0,0.0,53.16847,0.0,266.985,42.1007,43.8368,63.33912,294.9074,15.27778,9.129051
2021-08-30 14:54:41,-1,59288.35,0.06655093,3.432602,117.2734,4.268488,0.0,0.0,0.0,53.16847,0.0,266.9271,41.98495,43.92361,63.33912,294.864,15.27778,9.114584
2021-08-30 14:54:42,-1,59288.35,0.06539351,3.640501,121.0618,4.478868,0.0,0.0,0.0,53.16847,0.0,265.1476,41.76794,43.88021,63.36806,294.8495,15.26331,9.129051
2021-08-30 14:54:43,-1,59288.35,0.06655093,3.819625,125.5745,4.55921,0.0,0.0,0.0,53.16847,0.0,264.6846,41.59433,43.93808,63.36806,294.7917,15.26331,9.129051
2021-08-30 14:54:44,-1,59288.35,0.06655093,3.99683,133.0399,4.597311,0.0,0.0,0.0,53.16847,0.0,269.6904,41.59433,43.90915,63.33912,294.7772,15.27778,9.085649
2021-08-30 14:54:45,-1,59288.35,0.06712963,4.193218,134.6555,4.599795,0.0,0.0,0.0,53.09071,0.0,269.1696,41.75347,43.88021,63.38252,294.7917,15.27778,9.129051
2021-08-30 14:54:46,-1,59288.35,0.06712963,4.392484,136.2711,4.621745,0.0,0.0,0.0,53.09071,0.0,288.614,42.02835,43.51852,63.36806,294.7627,15.23438,9.114584
2021-08-30 14:54:47,-1,59288.35,0.06770834,4.522931,118.5548,4.655289,0.0,0.0,0.0,53.09071,0.0,275.5208,41.73901,43.41724,65.7552,293.8658,15.21991,9.114584
2021-08-30 14:54:48,-1,59288.35,0.06712963,4.592949,110.588,4.786156,0.0,0.0,0.0,53.09071,0.0,267.7807,41.10243,43.77893,66.33392,293.3304,15.26331,9.114584
2021-08-30 14:54:49,-1,59288.35,0.06655093,4.682151,108.1367,4.914538,0.0,0.0,0.0,53.09071,0.0,268.9381,40.84201,43.88021,66.49306,293.2581,15.21991,9.114584
2021-08-30 14:54:50,-1,59288.35,0.06655093,4.792215,109.9195,5.112495,0.0,0.0,0.0,53.16847,0.0,272.1354,40.6684,43.85127,66.50752,293.2002,15.20544,9.129051
2021-08-30 14:54:51,-1,59288.35,0.06481481,4.930335,112.8722,5.438418,0.0,0.0,0.0,53.16847,0.0,269.3287,40.68287,43.72107,66.44965,293.1858,15.21991,9.114584
2021-08-30 14:54:52,-1,59288.35,0.06481481,5.098428,114.655,5.630163,0.0,0.0,0.0,53.09071,0.0,269.9797,40.91435,43.61979,66.43519,293.1279,15.21991,9.085649
2021-08-30 14:54:53,-1,59288.35,0.06539351,5.319755,116.1592,5.743637,0.0,0.0,0.0,53.09071,0.0,267.173,41.13137,43.69213,66.43519,293.07,15.20544,9.129051
2021-08-30 14:54:54,-1,59288.35,0.06481481,5.499118,119.5019,5.822321,0.0,0.0,0.0,53.01295,0.0,265.3935,41.10243,43.7934,66.52199,293.0266,15.21991,9.129051
2021-08-30 14:54:55,-1,59288.35,0.06655093,5.659538,109.4738,5.827291,0.0,0.0,0.0,53.09071,0.0,262.3987,40.75521,43.90915,66.55093,292.9832,15.20544,9.114584
