日期,环号,导向盾首里程,刀盘喷水泵压力,刀盘转速,刀盘扭矩,刀盘给定转速,刀盘贯入度,总推力,推进速度(nn/M),推进位移,推进给定速度,撑靴泵压力,左侧护盾压力,右侧护盾压力,顶护盾压力,撑紧压力,前部拖拉油缸压力,后部拖拉油缸压力
2021-08-21 05:15:19,-1,59548.5,0.05555556,0.0007193718,24.84748,0.0,0.0,0.0,0.0,22.37421,0.0,329.3547,36.38599,41.40625,66.07349,301.577,0,27.1412
2021-08-21 05:15:20,-1,59548.5,0.05324074,0.001678535,5.181201,0.0,0.0,0.0,0.0,22.37421,0.0,311.4728,36.40046,41.42072,66.05903,303.1105,0,27.15567
2021-08-21 05:15:21,-1,59548.5,0.05613426,0.0009591624,1.392796,0.0,0.0,0.0,0.0,22.37421,0.0,319.9508,36.40046,41.39178,66.08796,303.4288,0,27.15567
2021-08-21 05:15:22,-1,59548.5,0.05381944,0.0007193718,0.7799658,0.0,0.0,0.0,0.0,22.37421,0.0,318.07,36.40046,41.39178,66.07349,303.3854,0,27.1412
2021-08-21 05:15:23,-1,59548.5,0.05555556,0.0007193718,0.8913894,0.0,0.0,0.0,0.0,22.37421,0.0,318.7355,36.38599,41.40625,66.05903,303.2552,0,27.12674
2021-08-21 05:15:24,-1,59548.5,0.05381944,0.0,12.25661,0.4191044,0.0,0.0,0.0,22.37421,0.0,319.1262,36.40046,41.39178,66.08796,303.2263,0,27.12674
2021-08-21 05:15:25,-1,59548.5,0.05555556,0.04819791,79.50079,0.4741844,0.0,0.0,0.0,22.37421,0.0,319.2998,36.41493,41.40625,66.08796,303.1539,0,27.15567
2021-08-21 05:15:26,-1,59548.5,0.05381944,0.2146126,28.97016,0.4820529,0.0,0.0,0.0,22.29643,0.0,319.213,36.38599,41.40625,66.37731,303.0671,0,27.12674
2021-08-21 05:15:27,-1,59548.5,0.05497685,0.3762315,56.65895,0.5027597,0.0,0.0,0.0,22.29643,0.0,318.7066,36.35706,41.40625,66.52199,304.0364,0,27.1412
2021-08-21 05:15:28,-1,59548.5,0.05497685,0.4575205,105.2954,0.5085575,0.0,0.0,0.0,22.37421,0.0,293.2002,36.40046,41.44965,66.73901,305.3241,0,27.1412
2021-08-21 05:15:29,-1,59548.5,0.05381944,0.4874943,113.2065,0.5329916,0.0,0.0,0.0,22.29643,0.0,315.7552,36.41493,41.42072,67.07176,305.6424,0,27.12674
2021-08-21 05:15:30,-1,59548.5,0.05381944,0.5117131,134.3212,0.9620354,0.0,0.0,0.0,22.29643,0.0,319.6325,36.35706,41.40625,67.39005,305.4977,0,27.12674
2021-08-21 05:15:31,-1,59548.5,0.05497685,0.6337666,129.2515,1.193537,0.0,0.0,0.0,22.29643,0.0,319.1406,36.38599,41.42072,66.79688,305.4832,0,27.1412
2021-08-21 05:15:33,-1,59548.5,0.05266204,0.802579,127.803,1.218385,0.0,0.0,0.0,22.37421,0.0,319.0683,36.38599,41.40625,66.78241,305.4543,0,27.1412
2021-08-21 05:15:34,-1,59548.5,0.05555556,0.9924933,119.1676,1.226253,0.0,0.0,0.0,22.37421,0.0,319.1696,36.4728,41.40625,65.97222,305.3964,0,27.12674
2021-08-21 05:15:35,-1,59548.5,0.05613426,1.152194,106.2982,1.552178,0.0,0.0,0.0,22.37421,0.0,315.2488,36.40046,41.39178,65.61053,306.1487,0,27.15567
2021-08-21 05:15:36,-1,59548.5,0.05497685,1.242115,96.10292,1.612227,0.0,0.0,0.0,22.37421,0.0,318.9381,36.38599,41.46412,65.625,306.1777,0,27.1412
2021-08-21 05:15:37,-1,59548.5,0.05381944,1.357694,119.6133,1.630035,0.0,0.0,0.0,22.29643,0.0,317.4624,36.38599,41.42072,65.42245,306.1053,0,27.12674
2021-08-21 05:15:38,-1,59548.5,0.05497685,1.531543,101.2841,1.782022,0.0,0.0,0.0,22.37421,0.0,316.7679,36.35706,41.46412,65.48032,307.2917,0,27.1412
2021-08-21 05:15:39,-1,59548.5,0.05324074,1.674698,97.66286,1.986605,0.0,0.0,0.0,22.29643,0.0,316.4786,36.40046,41.44965,65.48032,307.2338,0,27.1412
2021-08-21 05:15:40,-1,59548.5,0.05497685,1.822169,109.3623,2.045412,0.0,0.0,0.0,22.37421,0.0,317.6071,36.40046,41.42072,65.42245,307.2193,0,27.15567
2021-08-21 05:15:41,-1,59548.5,0.05497685,1.958849,91.36742,2.133623,0.0,0.0,0.0,22.37421,0.0,316.8547,36.41493,41.39178,65.39352,306.9879,0,27.1412
2021-08-21 05:15:42,-1,59548.5,0.05381944,2.063398,87.57902,2.24254,0.0,0.0,0.0,22.37421,0.0,316.6667,36.38599,41.40625,65.40798,306.9011,0,27.1412
2021-08-21 05:15:43,-1,59548.5,0.05381944,2.156916,89.13895,2.367609,0.0,0.0,0.0,22.37421,0.0,316.6956,36.38599,41.40625,65.43692,306.9011,0,27.1412
2021-08-21 05:15:44,-1,59548.5,0.05555556,2.261945,89.08324,2.492263,0.0,0.0,0.0,22.45197,0.0,316.6811,36.41493,41.40625,65.42245,306.8576,0,27.15567
2021-08-21 05:15:45,-1,59548.5,0.05324074,2.394309,95.37866,2.576333,0.0,0.0,0.0,22.45197,0.0,316.6811,36.41493,41.39178,65.33565,306.7998,0,27.1412
2021-08-21 05:15:46,-1,59548.5,0.05497685,2.518281,90.14175,2.899358,0.0,0.0,0.0,22.45197,0.0,316.6811,36.41493,41.40625,65.27778,306.7708,0,27.1412
2021-08-21 05:15:47,-1,59548.5,0.05324074,2.631942,99.33421,3.228595,0.0,0.0,0.0,22.37421,0.0,316.6811,36.41493,41.39178,65.06077,306.7564,0,27.1412
2021-08-21 05:15:48,-1,59548.5,0.05381944,2.783969,126.0759,3.421582,0.0,0.0,0.0,22.37421,0.0,316.6667,36.4294,41.40625,65.14757,306.5683,0,27.15567
2021-08-21 05:15:49,-1,59548.5,0.05266204,2.998102,115.8249,3.638174,0.0,0.0,0.0,22.37421,0.0,316.6811,36.40046,41.42072,65.1331,306.5393,0,27.1412
2021-08-21 05:15:50,-1,59548.5,0.05381944,3.189215,120.059,3.76987,0.0,0.0,0.0,22.37421,0.0,316.6667,36.41493,41.42072,65.19097,306.4959,0,27.17014
2021-08-21 05:15:51,-1,59548.5,0.05497685,3.371456,112.0922,3.942978,0.0,0.0,0.0,22.37421,0.0,316.6811,36.41493,41.40625,65.26331,306.4815,0,27.15567
2021-08-21 05:15:52,-1,59548.5,0.05381944,3.568803,116.8834,4.163297,0.0,0.0,0.0,22.45197,0.0,316.6088,36.41493,41.44965,65.19097,306.4381,0,27.17014
2021-08-21 05:15:53,-1,59548.5,0.05555556,3.758238,120.9504,4.239499,0.0,0.0,0.0,22.37421,0.0,316.6667,36.40046,41.42072,65.24884,306.4381,0,27.17014
2021-08-21 05:15:54,-1,59548.5,0.05497685,3.945994,122.3432,4.234943,0.4729381,22.96875,1.866211,22.37421,0.0,316.6377,36.45834,41.40625,65.26331,306.3947,0,27.19907
2021-08-21 05:15:55,-1,59548.5,0.05324074,4.10042,109.9195,4.233286,0.2275634,0.0,0.9331055,22.37421,5.284288,316.5364,36.4294,41.37732,65.17651,306.3368,0,27.15567
2021-08-21 05:15:56,-1,59548.5,0.05381944,4.178831,94.59871,4.23163,0.4465869,102.375,1.866211,22.45197,5.291522,316.7824,36.41493,41.40625,65.07523,306.2934,0,27.17014
2021-08-21 05:15:57,-1,59548.5,0.05324074,4.187703,87.35616,4.233286,0.2228331,175.2188,0.9331055,22.52974,5.305989,321.8895,36.41493,41.37732,64.95949,306.9155,0,27.12674
2021-08-21 05:15:58,-1,59548.5,0.05381944,4.186984,86.52049,4.233286,0.6686196,273.6563,2.7995,22.37421,5.298756,313.8744,36.41493,41.42072,64.90162,307.581,0,27.17014
2021-08-21 05:15:59,-1,59548.5,0.05381944,4.189142,73.14965,4.233701,1.113807,388.5,4.665894,22.45197,5.295138,318.9091,36.4294,41.42072,64.81481,307.5232,0,27.15567
2021-08-21 05:16:00,-1,59548.5,0.05208333,4.188662,69.52837,4.229145,1.336747,506.625,5.599182,22.52974,5.277054,317.4913,36.4294,41.40625,64.78588,307.4797,0,27.15567
2021-08-21 05:16:01,-1,59548.5,0.05324074,4.188662,65.73997,4.234529,1.559517,637.2188,6.532288,22.91855,5.295138,317.2454,36.4294,41.37732,64.81481,307.4219,0,27.19907
2021-08-21 05:16:02,-1,59548.5,0.05324074,4.188182,64.57002,4.233701,2.228123,769.7813,9.331787,22.84079,5.302372,317.2454,36.4294,41.37732,64.91608,307.3495,0,27.15567
2021-08-21 05:16:03,-1,59548.5,0.05324074,4.186744,69.41695,4.232872,2.005974,908.9063,8.398499,23.07407,5.25897,317.2598,36.4294,41.34838,65.1331,307.2772,0,27.17014
2021-08-21 05:16:04,-1,59548.5,0.05497685,4.188182,74.43102,4.235357,2.228207,1037.531,9.331604,23.07407,5.302372,317.2888,36.45834,41.39178,65.27778,307.1325,0,27.17014
2021-08-21 05:16:05,-1,59548.5,0.05266204,4.185545,83.67918,4.234943,2.22944,1189.781,9.331421,23.15184,5.291522,317.2598,36.41493,41.39178,65.40798,306.9879,0,27.19907
2021-08-21 05:16:06,-1,59548.5,0.05381944,4.189142,71.92398,4.230388,2.004782,1255.406,8.398315,23.46289,5.273438,317.1296,36.41493,41.37732,65.48032,306.8576,0,27.15567
2021-08-21 05:16:07,-1,59548.5,0.05497685,4.185545,79.27795,4.235357,2.229484,1399.125,9.331604,23.69618,5.295138,317.1007,36.4294,41.37732,65.5816,306.7564,0,27.15567
2021-08-21 05:16:08,-1,59548.5,0.05324074,4.185785,84.7377,4.234114,2.675398,1550.063,11.198,23.69618,5.305989,317.2598,36.41493,41.33391,65.65394,306.6262,0,27.19907
2021-08-21 05:16:09,-1,59548.5,0.05497685,4.185065,95.65723,4.232458,2.675704,1711.5,11.198,23.85172,5.277054,317.1875,36.45834,41.37732,65.24884,306.467,0,27.17014
2021-08-21 05:16:10,-1,59548.5,0.05497685,4.182188,110.978,4.233286,3.346932,1837.5,13.9975,23.85172,5.298756,317.0573,36.45834,41.31945,65.71181,306.25,0,27.17014
