日期,环号,导向盾首里程,刀盘喷水泵压力,刀盘转速,刀盘扭矩,刀盘给定转速,刀盘贯入度,总推力,推进速度(nn/M),推进位移,推进给定速度,撑靴泵压力,左侧护盾压力,右侧护盾压力,顶护盾压力,撑紧压力,前部拖拉油缸压力,后部拖拉油缸压力
2020-12-30 13:09:16,-1,63650.2,5.813657,0.0,0.0,0.0,0.0,0.0,0.0,63.66652,0.0,266.1314,67.2309,78.31308,67.2309,294.213,24.76852,19.60359
2020-12-30 13:09:17,-1,63650.2,5.81713,0.0009991274,-10.02813,0.0,0.0,0.0,0.0,63.66652,0.0,266.088,67.21644,78.29861,67.24537,294.1985,24.76852,19.63252
2020-12-30 13:09:18,-1,63650.2,5.806134,0.000399651,-5.961166,0.0,0.0,0.0,0.0,63.58876,0.0,265.9867,67.2309,78.34202,67.2309,294.184,24.76852,19.63252
2020-12-30 13:09:19,-1,63650.2,5.829282,0.000799302,-3.788405,0.0,0.0,0.0,0.0,63.66652,0.0,266.1458,67.20197,78.31308,67.20197,294.1551,24.76852,19.63252
2020-12-30 13:09:20,-1,63650.2,5.802662,0.0005994765,-3.064151,0.0,0.0,0.0,0.0,63.66652,0.0,266.088,67.21644,78.29861,67.21644,294.184,24.78299,19.64699
2020-12-30 13:09:21,-1,63650.2,5.816551,0.0005994765,-2.228474,0.06336262,0.0,0.0,0.0,63.66652,0.0,266.1458,67.21644,78.34202,67.20197,294.1262,24.78299,19.63252
2020-12-30 13:09:22,-1,63650.2,5.828125,0.01978273,42.84241,0.7334327,0.0,0.0,0.0,63.66652,0.0,266.2182,67.21644,78.34202,67.15856,294.1262,24.76852,19.61806
2020-12-30 13:09:23,-1,63650.2,5.810764,0.1356815,22.17331,1.083791,0.0,0.0,0.0,63.66652,0.0,266.2037,67.12963,78.26968,67.28877,294.0683,24.76852,19.63252
2020-12-30 13:09:24,-1,63650.2,5.83507,0.3185219,26.63026,1.316949,0.0,0.0,0.0,63.66652,0.0,266.1169,67.10069,78.31308,67.27431,294.0828,24.76852,19.63252
2020-12-30 13:09:25,-1,63650.2,5.814815,0.50376,86.18623,1.665236,0.0,0.0,0.0,63.66652,0.0,266.1458,67.10069,78.31308,67.30324,294.0683,24.76852,19.64699
2020-12-30 13:09:26,-1,63650.2,5.811343,0.687,94.37586,1.836274,0.0,0.0,0.0,63.58876,0.0,266.2616,67.10069,78.41435,67.28877,294.0393,24.76852,19.67593
2020-12-30 13:09:27,-1,63650.2,5.810185,0.8642453,107.5238,1.842486,0.0,0.0,0.0,63.66652,0.0,266.2761,67.01389,78.41435,67.3177,294.0393,24.78299,19.64699
2020-12-30 13:09:28,-1,63650.2,5.83044,1.068067,102.1198,1.837516,0.0,0.0,0.0,63.58876,0.0,266.1458,67.07176,78.45776,67.27431,294.0538,24.75405,19.63252
2020-12-30 13:09:29,-1,63650.2,5.836805,1.268492,106.3539,2.009382,0.0,0.0,0.0,63.66652,0.0,266.3339,66.98495,78.58796,67.28877,293.9815,24.76852,19.64699
2020-12-30 13:09:30,-1,63650.2,5.814236,1.445937,112.5379,2.140249,0.0,0.0,0.0,63.66652,0.0,266.3339,66.98495,78.60243,67.20197,293.9959,24.78299,19.64699
2020-12-30 13:09:31,-1,63650.2,5.811343,1.62638,121.6746,2.35974,0.0,0.0,0.0,63.66652,0.0,250.2025,66.86921,78.63136,67.17303,293.9815,24.76852,19.67593
2020-12-30 13:09:32,-1,63650.2,5.820023,1.846787,122.2318,2.417719,0.0,0.0,0.0,63.66652,0.0,273.8571,66.81134,78.48669,67.6794,293.4751,24.76852,19.61806
2020-12-30 13:09:33,-1,63650.2,5.820602,2.029228,126.0759,2.440496,0.0,0.0,0.0,64.83298,0.0,272.309,66.66667,78.44329,68.08449,292.9977,24.75405,19.64699
2020-12-30 13:09:34,-1,63650.2,5.836805,2.202677,130.0314,2.734118,0.0,0.0,0.0,65.45508,0.0,260.6482,66.43519,78.37095,68.14236,292.0573,24.76852,19.63252
2020-12-30 13:09:35,-1,63650.2,5.828125,2.392511,133.2627,2.987983,0.0,0.0,0.0,65.61061,0.0,274.4068,66.42072,78.31308,68.2581,291.8258,24.76852,19.64699
2020-12-30 13:09:36,-1,63650.2,5.811343,2.606324,132.6499,3.232737,0.0,0.0,0.0,65.53285,0.0,272.9456,66.76794,78.09606,68.22917,291.6522,24.76852,19.63252
2020-12-30 13:09:37,-1,63650.2,5.810185,2.78337,133.3184,3.450157,0.0,0.0,0.0,65.53285,0.0,259.4329,66.84028,77.98032,68.2147,291.522,24.78299,19.63252
2020-12-30 13:09:38,-1,63650.2,5.820602,2.960015,137.1626,3.868019,0.0,0.0,0.0,65.53285,0.0,273.9439,66.94155,77.93692,68.1713,291.4496,24.78299,19.64699
